Aadhar_No,Name,E-mail,Phone_No,Age,Gender,City,Monthly_Income,Education,Recharge_Frequency,Streaming_Services_Count,Streaming_Payment_Delay_Days,VPN_Hours_Week,Betting_App_Present,UPI_Failures_per_month,SIM_Card_Changes,Trading_Accounts,Family_Defaulters,Partner,Dependents,Medical_Bills,Utility_Bill_Monthly,Utility_Bill_Defaults_per_year,Ecommerce_Returns_per_month,Registered_Vehicles,Vehicle_Challans_per_year,Certificates_Count,Licenses_Count,Insurances_Count,FDs_Dissolved,International_Transactions_per_year,Public_Memberships,Smart_Cards,Family_Accounts_Opened,Ride_Review_Score,Pet_Bills_per_year,Truecaller_Flag,Reviews_Received_Category,Social_Sentiment
903782498625,Yochana Bhargava,butalaimaran@example.com,1677880302,23,Male,TIER-III,10988.0,Tertiary or more,9,1.0,8,12.4,0,2.0,0,0,0,Never Married,1,193,1304.0,0,0,0,0,2,0,0,0,0,0,2,1,3.6,0,Golden,2 Star,Positive
931978587609,Jagat Kulkarni,shivansh35@example.org,0083341871,26,Male,VILLAGE,6332.0,Secondary,12,1.0,9,0.9,1,4.0,2,0,1,Never Married,0,178,234.0,0,0,1,0,0,0,1,0,1,0,0,0,3.3,0,Golden,5 Star,Positive
154403725495,Dominic Mitra,ati38@example.net,9303803543,20,Male,TIER-I,32174.0,Primary or less,3,0.0,3,0.0,0,0.0,0,0,1,Never Married,0,196,2478.0,0,4,0,0,0,0,1,0,0,0,2,0,4.1,5020,Golden,5 Star,Positive
573353123742,Gopal Dasgupta,okapoor@example.net,1295048881,41,Male,VILLAGE,11012.0,Primary or less,9,1.0,5,0.0,0,7.0,0,0,1,Never Married,0,498,682.0,0,0,1,0,0,0,0,0,0,0,0,1,4.9,0,Golden,3 Star,Negative
264932353474,Ryan Goyal,urvi64@example.net,9973229278,39,Male,VILLAGE,7175.0,Primary or less,15,2.0,10,3.9,1,4.0,0,0,1,Never Married,4,495,713.0,0,0,0,0,3,0,0,0,0,1,0,2,4.0,0,Golden,4 Star,Positive
681076927702,Ayush Chana,mohammedminhas@example.com,8398639106,63,Male,TIER-II,24684.0,Primary or less,7,0.0,3,0.4,0,0.0,0,0,1,Currently Married,2,477,1995.0,0,3,0,0,1,2,3,0,0,0,1,1,3.3,0,Golden,4 Star,Positive
981122546295,Arunima Pall,hamsinichand@example.org,7863038169,51,Male,TIER-II,18575.0,Secondary,8,1.0,2,2.8,0,1.0,0,0,1,Currently Married,2,390,812.0,3,0,0,1,0,0,0,0,0,2,1,0,3.4,0,Golden,4 Star,Positive
638014094902,Naveen Tella,jeremiah00@example.net,7076986444,34,Male,VILLAGE,5039.0,Primary or less,20,4.0,8,1.8,1,5.0,2,0,2,Never Married,1,284,848.0,0,1,0,0,4,0,2,0,0,0,0,3,4.7,0,Golden,5 Star,Positive
211763754613,Yashasvi Bir,nakulom@example.org,1015427255,33,Male,VILLAGE,5664.0,Secondary,17,0.0,8,0.0,0,6.0,2,0,1,Currently Married,0,318,1438.0,4,2,0,0,0,0,1,0,0,0,0,3,3.9,0,Golden,5 Star,Negative
326955652902,Akshay Wadhwa,ktoor@example.net,8087258423,31,Male,VILLAGE,3094.0,Secondary,20,2.0,22,3.0,0,10.0,1,0,2,Currently Married,0,934,293.0,3,1,1,0,1,0,1,0,1,0,1,0,3.1,0,Golden,5 Star,Negative
377235760016,Rehaan Manda,karnikneelima@example.net,2752152723,26,Male,TIER-II,14084.0,Secondary,8,2.0,3,0.5,1,1.0,1,0,0,Never Married,0,132,1853.0,0,1,0,0,6,1,0,0,0,1,0,1,3.9,0,Blue,2 Star,Negative
873238721292,Aayush Chaudhary,wabletriya@example.net,4166382677,26,Male,VILLAGE,5784.0,Tertiary or more,18,1.0,7,12.6,0,7.0,0,0,1,Never Married,0,740,0.0,0,1,1,0,0,1,0,0,0,2,0,3,4.8,0,Red,4 Star,Positive
186821166482,Yamini Soman,jeremiah68@example.net,7771984605,25,Male,TIER-I,17584.0,Secondary,7,0.0,3,6.8,1,0.0,1,1,3,Never Married,0,107,1585.0,0,2,1,0,1,2,1,0,0,1,4,1,3.6,0,Golden,4 Star,Positive
325125527314,Qasim Sarraf,rsule@example.org,7409683486,25,Male,TIER-II,22689.0,Secondary,3,2.0,1,7.4,0,0.0,2,0,0,Never Married,0,291,937.0,0,1,2,0,1,0,0,0,1,0,0,0,4.4,0,Golden,4 Star,Negative
343780674840,Pratyush Pant,wakeeta61@example.com,6462929177,29,Female,TIER-III,13948.0,Primary or less,9,2.0,6,2.8,1,2.0,0,0,0,Never Married,0,352,1753.0,0,1,1,0,2,1,1,0,0,0,0,0,4.4,0,Golden,4 Star,Positive
446688864438,Panini Kala,ganga04@example.com,3908110007,31,Female,TIER-II,21527.0,Tertiary or more,2,0.0,4,0.0,0,0.0,1,0,4,Never Married,1,452,1450.0,0,2,0,1,2,1,2,0,0,1,0,0,4.5,0,Golden,5 Star,Positive
198212731423,Nikita Chowdhury,panchalelijah@example.org,8263741987,58,Male,VILLAGE,12484.0,Primary or less,7,1.0,3,7.1,0,2.0,0,0,1,Currently Married,1,188,902.0,0,0,0,0,1,0,2,0,0,0,0,3,4.7,0,Blue,5 Star,Positive
913698505801,Jatin Shukla,vedhikatara@example.com,5081933922,39,Male,TIER-I,30728.0,Primary or less,0,3.0,0,0.3,0,0.0,0,0,1,Never Married,0,156,1604.0,1,1,2,0,0,0,0,1,2,2,2,1,4.4,0,Blue,5 Star,Positive
142182729187,Zinal Deshpande,mitesh52@example.net,4544727879,63,Female,VILLAGE,9753.0,Tertiary or more,6,1.0,6,1.9,0,5.0,1,0,1,Currently Married,1,369,591.0,0,1,0,0,5,0,1,0,0,1,0,1,5.0,0,Golden,5 Star,Negative
957080727093,Jalsa Mani,guptafaqid@example.net,7174066867,33,Female,TIER-III,16308.0,Primary or less,6,0.0,5,6.9,1,3.0,2,0,1,Never Married,1,125,867.0,0,2,0,0,2,0,0,0,0,0,0,1,5.0,0,Blue,5 Star,Positive
321779616403,Fitan Narang,pratyush87@example.com,0613769823,36,Female,VILLAGE,10447.0,Primary or less,8,0.0,6,3.6,1,7.0,0,0,0,Never Married,1,363,696.0,0,0,0,1,2,0,0,0,0,2,0,0,4.1,0,Golden,2 Star,Positive
785160148849,Jack Rajan,bhatnagardavid@example.net,5930878790,32,Female,TIER-I,43740.0,Primary or less,3,3.0,0,0.0,1,1.0,1,0,0,Never Married,1,102,1683.0,0,3,0,0,0,0,1,1,0,1,1,0,4.7,1243,Golden,3 Star,Positive
157823886513,Tanmayi Muni,ishani10@example.org,2126358156,27,Female,VILLAGE,7272.0,Primary or less,15,0.0,13,0.0,0,3.0,1,0,2,Never Married,1,483,948.0,0,1,0,0,2,0,1,0,0,0,0,0,3.3,0,Red,4 Star,Positive
766727759725,Upkaar Reddy,eshana33@example.com,6225193356,26,Male,TIER-II,11121.0,Secondary,6,0.0,1,3.0,0,0.0,1,0,0,Never Married,0,155,1754.0,0,2,2,0,3,0,0,0,1,0,0,2,4.2,0,Blue,2 Star,Negative
749785473870,Priya Gulati,lokemadhav@example.net,3728284012,56,Male,TIER-III,15393.0,Primary or less,6,2.0,2,2.0,0,1.0,0,0,1,Currently Married,2,1169,1118.0,2,1,2,2,4,2,1,0,0,1,0,2,4.5,0,Golden,4 Star,Negative
192613620765,Vamakshi Pillai,cbir@example.com,4320918281,63,Male,VILLAGE,7776.0,Primary or less,9,0.0,10,3.1,0,5.0,0,0,0,Currently Married,2,815,422.0,1,0,0,0,0,0,1,0,0,0,1,0,3.9,0,Golden,5 Star,Positive
916558983427,Agastya Swamy,aarnahanda@example.net,6678303172,21,Female,TIER-I,34093.0,Tertiary or more,2,3.0,2,8.3,0,0.0,0,0,2,Never Married,0,222,1705.0,0,3,3,0,9,0,0,0,0,0,0,2,4.0,5988,Golden,2 Star,Positive
980110918714,Meghana Sarma,kiaan52@example.org,7513768481,26,Female,TIER-I,30855.0,Primary or less,3,2.0,1,0.0,0,1.0,1,0,2,Currently Married,0,191,1640.0,0,1,0,0,0,0,1,0,0,0,1,3,4.1,0,Golden,4 Star,Negative
999372360715,Jagdish Dhar,jagatdeep@example.com,7991845192,35,Male,VILLAGE,8098.0,Primary or less,12,1.0,9,5.8,1,6.0,0,0,0,Never Married,0,142,252.0,0,0,0,0,2,0,0,0,0,3,0,1,3.1,0,Golden,5 Star,Negative
607487426462,Nandini Chaudry,maniazaan@example.org,5385194056,28,Male,TIER-III,9574.0,Primary or less,10,1.0,7,2.1,0,3.0,1,0,1,Never Married,0,143,753.0,0,1,0,0,2,0,2,0,0,0,0,0,4.1,0,Golden,4 Star,Positive
984256423201,Dhruv Patla,advikwagle@example.com,4010752879,33,Female,TIER-I,43648.0,Primary or less,1,2.0,0,5.6,0,0.0,0,0,1,Currently Married,3,248,2052.0,0,2,1,0,1,0,1,0,0,1,0,1,3.8,4361,Golden,5 Star,Positive
451430450935,Hamsini Iyer,hborde@example.com,5750225931,25,Male,TIER-III,15773.0,Primary or less,4,0.0,1,2.7,0,0.0,3,0,1,Never Married,0,240,1285.0,0,2,1,0,2,0,0,1,1,0,0,0,4.4,0,Blue,4 Star,Positive
519711598206,Jason Kaul,bray@example.com,5449550307,36,Female,TIER-III,9590.0,Secondary,12,0.0,3,0.4,0,6.0,0,0,0,Never Married,3,408,1075.0,0,3,0,0,1,0,2,0,0,0,0,1,4.6,0,Golden,4 Star,Positive
418993865576,Xalak Mallick,fitan26@example.com,5467723967,30,Female,VILLAGE,4650.0,Primary or less,15,0.0,6,4.0,0,7.0,0,0,1,Never Married,0,1204,563.0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,0,Golden,5 Star,Positive
973606856240,Mugdha Parekh,devmuni@example.com,7516380662,33,Male,TIER-I,31427.0,Primary or less,7,5.0,2,0.0,0,0.0,1,0,0,Currently Married,1,1115,1520.0,5,2,1,1,2,0,3,0,1,2,1,1,3.0,0,Golden,4 Star,Positive
435448749496,Nidhi Sundaram,krishnagaurika@example.org,0990737229,24,Male,TIER-III,17355.0,Secondary,4,2.0,2,10.5,0,2.0,1,0,2,Never Married,0,135,960.0,0,3,1,0,3,0,1,0,0,0,0,0,4.0,0,Golden,5 Star,Positive
760201064209,Manan Sha,ektanarayanan@example.org,8036145440,35,Female,VILLAGE,4789.0,Primary or less,16,1.0,8,1.8,0,10.0,1,0,2,Never Married,0,110,873.0,0,0,0,0,2,0,0,0,2,0,0,2,4.1,0,Golden,4 Star,Positive
510570895061,Jason Krishna,udantdhillon@example.org,6505848414,62,Male,VILLAGE,11748.0,Primary or less,11,0.0,3,0.0,1,6.0,0,0,2,Currently Married,2,1175,588.0,0,0,0,0,1,0,0,0,0,1,0,1,4.7,0,Golden,5 Star,Positive
262760906960,Widisha Kashyap,sarkarkamala@example.com,5602293511,32,Female,VILLAGE,5569.0,Primary or less,16,1.0,5,9.6,0,7.0,0,0,1,Never Married,1,278,0.0,0,1,0,0,1,0,1,0,0,0,0,1,4.6,0,Golden,5 Star,Positive
471872298071,Ayushman Chaudhary,vben@example.org,3693805846,50,Female,TIER-II,13383.0,Primary or less,10,2.0,2,2.7,0,1.0,1,0,0,Currently Married,1,197,2535.0,0,0,1,0,1,2,1,0,0,1,0,1,2.9,0,Red,5 Star,Negative
312459009799,Ekansh Tara,ishwarmanne@example.com,3517593172,49,Female,TIER-II,28954.0,Primary or less,3,2.0,1,0.0,0,0.0,1,0,1,Never Married,1,152,1331.0,0,1,0,0,0,1,0,0,0,0,0,0,4.2,913,Golden,5 Star,Negative
823016386949,Praneel Raja,adwetaoommen@example.com,5631479612,56,Female,TIER-I,45399.0,Secondary,1,2.0,0,6.5,0,0.0,0,0,0,Currently Married,2,394,1598.0,0,2,0,1,0,0,4,0,1,3,1,3,3.3,0,Golden,5 Star,Positive
396096971691,Michael Mitter,dkunda@example.com,5585379978,46,Male,TIER-II,18348.0,Primary or less,6,2.0,3,2.4,0,1.0,0,0,0,Never Married,2,367,2243.0,0,1,0,0,0,0,2,0,0,2,0,1,4.7,0,Golden,4 Star,Positive
615751335743,Faraj Venkatesh,kalpit03@example.com,8096511988,42,Female,TIER-I,43198.0,Secondary,1,0.0,3,1.9,1,0.0,0,0,1,Currently Married,0,303,1623.0,0,4,0,0,1,2,1,0,0,1,1,0,2.6,3090,Golden,5 Star,Negative
774013029019,Unnati Jaggi,deoldaksha@example.com,7321778545,49,Male,VILLAGE,11655.0,Tertiary or more,15,0.0,7,0.0,0,7.0,1,0,1,Currently Married,3,639,1236.0,0,1,1,0,1,0,2,0,0,3,1,2,3.9,8669,Golden,1 Star,Positive
696256199288,Widisha Swaminathan,amolkothari@example.net,0608558834,23,Female,VILLAGE,3936.0,Secondary,15,1.0,11,4.8,0,12.0,0,0,2,Never Married,0,57,1248.0,0,0,1,2,2,0,1,2,0,0,0,0,3.8,0,Golden,5 Star,Negative
375435951722,Hemal Zachariah,gunbirshetty@example.org,3275411565,36,Male,TIER-II,18617.0,Tertiary or more,4,4.0,2,3.0,1,1.0,1,1,2,Currently Married,1,266,920.0,0,1,1,0,4,0,0,0,0,1,0,2,4.0,0,Golden,2 Star,Negative
729491814536,Azad Sani,lavanyabhakta@example.org,1562669981,64,Female,TIER-II,39065.0,Primary or less,2,4.0,1,4.0,1,0.0,4,0,0,Currently Married,2,617,904.0,0,0,0,0,1,0,2,0,0,0,1,0,4.4,0,Golden,4 Star,Negative
765146758817,Leela Sengupta,saikalita@example.org,7920085463,45,Female,TIER-I,38980.0,Tertiary or more,1,2.0,1,0.0,0,0.0,1,0,2,Currently Married,2,221,1261.0,0,1,2,0,3,1,2,0,2,0,0,1,3.4,0,Golden,5 Star,Positive
836895309251,Krisha Savant,benjamindeo@example.com,0664932375,58,Female,VILLAGE,3325.0,Primary or less,15,1.0,21,6.2,0,14.0,0,0,1,Currently Married,1,3270,218.0,0,2,0,0,0,1,4,0,0,3,0,0,3.5,0,Golden,4 Star,Positive
529098155857,Balendra Bali,zinalchandra@example.org,3314932548,46,Male,VILLAGE,5648.0,Primary or less,19,1.0,8,1.2,1,9.0,0,0,2,Never Married,1,338,499.0,0,2,0,1,0,1,1,0,0,0,0,2,3.7,0,Golden,5 Star,Negative
713935440690,Chavvi Gala,solankiwyatt@example.org,0666534797,50,Male,TIER-II,29935.0,Primary or less,5,0.0,2,9.7,0,0.0,0,0,1,Currently Married,0,903,644.0,0,1,0,0,2,0,3,1,0,1,0,1,4.6,2821,Blue,5 Star,Negative
703109549138,Raagini Desai,mandaarya@example.net,0281000326,43,Male,VILLAGE,6775.0,Secondary,14,0.0,6,1.0,1,4.0,0,0,2,Never Married,1,240,0.0,0,1,0,0,0,0,0,0,0,0,0,0,3.6,0,Blue,4 Star,Positive
857534793925,Lopa Sura,dsuresh@example.com,8088644991,45,Female,TIER-II,30302.0,Tertiary or more,2,0.0,2,1.3,1,1.0,0,0,3,Currently Married,0,577,1100.0,2,0,0,0,2,0,2,0,0,0,0,1,3.9,0,Red,5 Star,Negative
580762838583,Vritti Zacharia,sram@example.com,6502942501,38,Female,TIER-I,69142.0,Primary or less,0,0.0,1,3.1,0,0.0,0,0,1,Currently Married,1,662,1375.0,0,2,1,0,1,3,2,0,1,0,0,2,3.8,0,Red,1 Star,Negative
974778065586,Vamakshi Dugar,tanishoak@example.net,5353759271,54,Female,TIER-I,31368.0,Primary or less,14,2.0,2,10.3,0,1.0,0,0,1,Currently Married,2,1388,2244.0,0,1,1,0,0,0,2,0,0,1,1,2,3.3,0,Golden,4 Star,Positive
804872950160,Mahika Lall,xavierkunda@example.net,1624293380,48,Female,TIER-III,10310.0,Primary or less,15,3.0,5,12.0,0,3.0,0,0,1,Currently Married,0,266,739.0,0,0,0,0,0,0,0,0,0,1,0,1,4.1,0,Golden,5 Star,Positive
894750591446,Krishna Pandit,darshhegde@example.org,1774460834,49,Male,TIER-I,22233.0,Primary or less,3,1.0,0,4.1,0,0.0,1,0,0,Never Married,4,332,1467.0,0,1,2,0,1,1,3,0,2,1,0,1,4.7,0,Golden,4 Star,Positive
791189821243,Ekani Bhat,eradhakrishnan@example.com,7507831233,42,Female,TIER-I,42661.0,Primary or less,4,4.0,2,1.5,0,0.0,1,0,1,Currently Married,2,741,1661.0,0,0,2,0,0,1,1,0,3,1,0,1,3.5,0,Golden,2 Star,Positive
614003852214,Chakradev Dave,uwarrior@example.com,9762174103,31,Male,TIER-I,22591.0,Primary or less,5,1.0,3,0.0,0,0.0,0,0,0,Never Married,1,461,1899.0,0,2,0,0,0,0,0,0,0,2,0,1,5.0,0,Red,4 Star,Positive
689008017582,Ikshita Bala,pranit85@example.net,1648668982,21,Male,TIER-II,13409.0,Tertiary or more,8,2.0,3,4.4,0,6.0,1,0,2,Never Married,0,167,1476.0,0,0,0,0,2,0,2,0,1,0,1,0,3.1,0,Golden,4 Star,Positive
195581195988,Lajita Chatterjee,lramaswamy@example.net,2786028496,55,Female,VILLAGE,5948.0,Primary or less,12,1.0,6,6.1,0,7.0,0,0,1,Currently Married,2,537,0.0,0,0,0,0,0,0,2,0,0,2,0,2,3.3,0,Golden,3 Star,Positive
739415451882,Hemani Parikh,abhat@example.org,0121991499,39,Female,TIER-I,25864.0,Primary or less,1,0.0,4,4.5,0,0.0,0,0,1,Currently Married,1,418,828.0,0,1,0,0,0,1,3,1,1,0,1,0,4.6,0,Red,5 Star,Positive
152324758628,Indali Bhalla,ridhinatt@example.com,5953019654,31,Male,VILLAGE,5779.0,Primary or less,16,1.0,15,0.0,0,6.0,1,1,0,Never Married,1,189,786.0,0,1,0,0,1,0,1,0,0,1,0,2,4.6,0,Golden,1 Star,Negative
788390655511,Yug Keer,aaravcomar@example.com,9445991452,26,Male,TIER-II,7468.0,Tertiary or more,8,1.0,5,1.9,0,2.0,0,0,3,Never Married,0,330,432.0,0,2,1,0,2,0,1,0,0,0,0,1,4.7,0,Golden,5 Star,Positive
560118131210,Frado Bhatti,utkarshsalvi@example.org,3887071360,48,Female,TIER-II,14157.0,Secondary,9,1.0,1,8.3,0,1.0,1,0,1,Never Married,2,151,570.0,0,2,1,0,2,1,0,0,0,1,0,3,5.0,0,Golden,5 Star,Negative
171623339459,Ishwar Nazareth,dasslaban@example.net,1004687975,48,Female,TIER-I,44477.0,Primary or less,1,4.0,2,3.0,0,1.0,2,0,2,Currently Married,0,361,1549.0,0,3,1,0,1,2,2,0,0,1,0,2,3.6,0,Golden,5 Star,Positive
851378682648,Anmol Yohannan,dhriti67@example.com,8486542556,47,Female,TIER-II,33706.0,Secondary,2,1.0,3,7.3,0,0.0,1,0,1,Currently Married,1,200,1133.0,0,1,0,0,0,0,0,0,2,1,0,4,4.3,0,Golden,5 Star,Positive
500587167432,Baljiwan Sharma,petermitter@example.com,2905441710,41,Male,TIER-I,29945.0,Primary or less,3,,2,3.0,0,1.0,1,0,2,Never Married,2,241,,1,2,3,0,1,0,1,1,0,0,0,2,4.6,0,Blue,2 Star,Positive
187941201747,Yutika Sama,mprabhakar@example.org,9293690706,33,Female,TIER-II,17788.0,Primary or less,6,1.0,3,1.3,1,1.0,1,0,0,Currently Married,0,720,1909.0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,0,Golden,4 Star,Positive
701293128996,Anmol Singh,wpandey@example.net,3583895175,31,Female,VILLAGE,8596.0,Primary or less,11,1.0,6,0.0,0,2.0,0,0,1,Never Married,0,305,436.0,1,1,0,0,0,0,0,0,0,3,0,2,3.8,0,Golden,5 Star,Positive
276543806352,Edhitha Purohit,parmarsathvik@example.org,7004830762,19,Female,VILLAGE,15055.0,Tertiary or more,4,0.0,1,5.1,0,5.0,2,1,2,Never Married,0,443,1361.0,0,0,0,0,6,0,0,0,0,3,0,1,5.0,0,Red,4 Star,Positive
531638074869,Ekantika Chaudhari,zachariahaarush@example.net,5382743832,48,Male,VILLAGE,5876.0,Tertiary or more,16,0.0,9,6.9,0,8.0,3,0,2,Currently Married,3,1323,656.0,0,1,0,1,3,0,0,0,0,2,0,1,5.0,0,Golden,5 Star,Positive
303517541222,Harish Jha,saranvedant@example.net,0634837323,23,Female,TIER-I,16146.0,Primary or less,4,2.0,0,6.1,0,1.0,1,0,1,Never Married,0,76,48.0,0,5,1,1,0,1,1,1,0,0,1,1,4.6,0,Golden,5 Star,Positive
219682786303,Watika Thakkar,tankchaaya@example.net,4675038095,41,Male,TIER-III,12245.0,Secondary,12,0.0,4,6.2,1,0.0,0,0,0,Currently Married,1,654,364.0,0,2,0,0,2,0,0,0,0,2,0,0,4.7,0,Golden,4 Star,Positive
273842957666,Ojas Mistry,devikaben@example.net,2039710104,37,Male,TIER-I,35417.0,Secondary,7,0.0,1,0.0,0,1.0,2,0,0,Never Married,3,268,1343.0,0,3,1,1,0,0,4,0,0,3,1,1,4.3,0,Golden,5 Star,Negative
298045140463,Rajata Jaggi,charbina@example.net,5098099340,38,Male,VILLAGE,8025.0,Secondary,9,,9,2.3,0,9.0,0,0,1,Never Married,2,543,0.0,0,0,0,0,0,0,1,1,0,1,0,0,4.0,0,Golden,5 Star,Positive
725495088895,Faqid Wason,shettyedhitha@example.com,8768486558,54,Female,VILLAGE,5330.0,Primary or less,18,0.0,9,9.4,1,13.0,2,0,2,Currently Married,4,294,85.0,0,1,0,0,0,0,0,0,1,1,1,2,4.1,0,Blue,4 Star,Positive
983778773218,Bhavna Lanka,bhavinisengupta@example.com,2776857556,20,Male,VILLAGE,9878.0,Primary or less,11,0.0,4,3.3,1,8.0,1,0,1,Never Married,0,140,259.0,0,1,1,0,3,1,0,0,0,0,0,0,3.8,0,Golden,4 Star,Positive
631970168262,Chameli Ratti,zvarghese@example.org,7750193252,46,Female,TIER-I,30753.0,Primary or less,4,1.0,2,0.0,0,0.0,0,0,0,Currently Married,3,1260,2440.0,0,2,1,0,2,2,2,0,1,0,0,1,3.8,0,Blue,5 Star,Positive
703081258083,George Chandran,indira97@example.org,2221660952,22,Male,TIER-II,19847.0,Primary or less,3,1.0,5,0.0,1,0.0,2,0,1,Never Married,0,505,682.0,0,0,0,1,2,0,3,0,0,1,0,2,3.9,0,Blue,4 Star,Positive
231939908481,Anjali Bhavsar,ekaraj49@example.org,9871420357,21,Male,TIER-I,48851.0,Secondary,3,2.0,0,6.7,0,0.0,0,0,0,Never Married,0,88,1502.0,0,1,4,0,0,1,0,0,2,0,0,1,4.8,0,Blue,5 Star,Negative
166018636424,Prisha Kadakia,nayaklopa@example.org,1240493863,35,Female,TIER-I,16569.0,Primary or less,1,0.0,3,7.6,1,1.0,0,0,0,Never Married,0,397,425.0,0,2,1,0,2,3,0,0,2,1,1,0,4.1,0,Golden,3 Star,Positive
412973249701,Faraj Mittal,radhika19@example.com,7553373477,22,Female,TIER-I,13327.0,Primary or less,12,2.0,6,1.1,0,0.0,1,0,0,Never Married,0,123,1199.0,0,2,0,1,0,2,1,0,0,0,0,1,4.5,0,Golden,4 Star,Positive
970720851765,Rachita Zacharia,jonathan63@example.org,5858276546,46,Male,TIER-II,24450.0,Tertiary or more,6,1.0,2,11.5,0,2.0,1,0,2,Never Married,4,212,765.0,0,1,0,0,6,1,1,0,1,0,0,4,4.3,0,Blue,4 Star,Negative
888760922069,Ryan Sachdeva,chauhanishwar@example.org,8973037858,38,Female,TIER-II,8110.0,Secondary,9,2.0,11,7.7,0,1.0,1,0,2,Currently Married,1,129,1599.0,0,2,0,0,2,0,0,0,0,0,0,3,5.0,0,Golden,4 Star,Positive
567094972246,Zayan Varma,warhivarughese@example.net,9836876190,20,Female,TIER-II,13294.0,Primary or less,11,0.0,4,8.3,0,0.0,0,0,0,Never Married,0,126,407.0,0,2,2,1,3,1,0,0,0,0,0,2,3.7,0,Golden,4 Star,Positive
838888730348,Pranit Bahl,eparmer@example.net,6115551074,21,Female,TIER-II,12532.0,Primary or less,6,0.0,4,7.9,0,5.0,0,0,1,Never Married,0,289,967.0,0,0,0,0,2,0,1,0,1,0,0,1,3.5,0,Golden,4 Star,Negative
793185105800,Xalak Kala,qkarpe@example.org,9611588901,40,Female,VILLAGE,9546.0,Primary or less,7,1.0,4,0.0,0,5.0,3,0,2,Currently Married,1,178,0.0,0,0,1,0,2,0,1,0,0,0,0,1,3.6,0,Golden,5 Star,Negative
126309785379,Amrita Walia,pbalasubramanian@example.net,2970126831,47,Male,TIER-I,25090.0,Primary or less,5,2.0,0,6.8,0,1.0,0,0,0,Currently Married,2,516,2215.0,0,2,0,0,0,0,2,0,2,1,1,2,4.1,7379,Red,4 Star,Positive
176180249602,Darpan Vig,thakureta@example.net,2060511697,35,Male,TIER-I,36220.0,Secondary,1,1.0,1,0.0,0,0.0,0,0,2,Never Married,1,381,1983.0,0,3,0,0,1,0,4,0,0,0,0,1,3.1,0,Golden,4 Star,Positive
220149956933,Janya Shere,mbadal@example.com,4352682194,39,Female,VILLAGE,5351.0,Primary or less,22,0.0,8,5.1,0,12.0,1,0,1,Currently Married,1,562,0.0,0,0,0,0,2,0,0,0,0,0,0,1,3.7,0,Blue,5 Star,Positive
738585160219,Wridesh Dora,saanvirai@example.com,2327107325,47,Male,TIER-III,7971.0,Primary or less,11,1.0,7,0.5,0,6.0,1,0,1,Currently Married,1,439,913.0,0,0,1,0,3,3,0,0,0,1,0,1,3.6,0,Golden,4 Star,Negative
879876619328,Radhika Roy,nandinibhattacharyya@example.com,1230348990,40,Female,TIER-I,31240.0,Primary or less,2,3.0,1,0.0,0,0.0,0,0,1,Currently Married,1,592,1448.0,0,6,0,0,0,0,1,0,0,1,2,1,3.6,0,Golden,5 Star,Positive
525568300564,Devansh Jani,dchakraborty@example.net,1721046311,29,Male,VILLAGE,7857.0,Secondary,8,0.0,8,9.5,0,5.0,0,0,2,Never Married,1,209,162.0,0,1,0,0,1,0,0,0,0,0,0,1,4.1,0,Blue,3 Star,Positive
344054255664,Amara Mangat,samesh17@example.org,1987835054,40,Male,TIER-II,20931.0,Tertiary or more,5,0.0,2,3.8,0,3.0,0,0,2,Currently Married,1,629,1060.0,0,0,0,0,6,0,0,0,0,2,1,0,4.5,0,Blue,5 Star,Positive
605869903925,Aahana Keer,gabriel40@example.com,1813125470,41,Male,TIER-II,33887.0,Primary or less,5,2.0,0,0.0,0,0.0,0,0,1,Never Married,2,213,868.0,0,0,2,0,1,1,3,0,1,1,1,0,5.0,0,Golden,3 Star,Negative
690746147380,William Comar,alexanderkakar@example.net,4135054076,44,Female,TIER-II,32045.0,Primary or less,4,2.0,4,10.2,0,0.0,0,0,1,Never Married,0,164,1739.0,0,0,1,0,0,0,1,0,0,1,0,0,4.3,0,Golden,5 Star,Positive
285112518446,Rehaan Bala,qsaran@example.org,2943681314,40,Male,TIER-II,22283.0,Tertiary or more,6,0.0,1,5.3,0,0.0,1,0,1,Never Married,0,321,657.0,0,0,0,0,2,1,1,0,0,0,0,0,3.9,0,Blue,4 Star,Positive
326293427785,Dayita Shetty,theodore73@example.com,8072078458,59,Male,TIER-III,19767.0,Primary or less,8,2.0,1,0.0,0,3.0,0,0,0,Currently Married,3,126,544.0,0,1,2,0,4,1,0,0,0,2,0,1,4.1,0,Golden,4 Star,Positive
294312433164,Rajata Sami,irattan@example.org,0222776021,28,Female,TIER-II,18657.0,Primary or less,5,0.0,1,6.3,0,2.0,0,0,2,Never Married,0,455,1378.0,0,1,0,0,2,0,0,1,1,1,0,1,4.1,0,Golden,5 Star,Positive
808287646821,Saksham Dutta,zghosh@example.net,7252793444,56,Female,TIER-II,33660.0,Primary or less,6,2.0,3,0.0,0,0.0,0,0,0,Currently Married,0,260,1122.0,0,0,0,1,4,0,2,0,1,1,0,1,4.5,0,Golden,3 Star,Negative
