Aadhar No.,Name,Age,Gender,City,E-mail,Phone No.,Occupation,Education,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Partner,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Betting Apps,TrueCaller Flag,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Reviews received,Pet Bills (per year),Accounts,Sentiment on Social Media,UPI Failures
205777520189,Anusha Bahl,52.0,Male,VILLAGE,sathvikkunda@example.com,00566588339,Agriculturalists (Farmers),Primary or less,7.65,1.0,1.0,2.0,Currently Married,7.0,3.0,1.0,2.0,3.0,3799.7,1.0,2.0,No,Red,0.0,21423.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5 Star,40382.0,1.0,Negative,6.0
791074856708,Anusha Chhabra,47.0,Female,VILLAGE,kibenaveen@example.com,7970673499,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,5.46,1.0,1.0,2.0,Never Married,5.0,2.0,2.0,3.0,3.0,18788.5,1.0,0.0,No,Red,0.0,16377.0,0.0,2.0,1.0,0.0,0.0,2.0,13.0,0.0,5 Star,1384.2,2.0,Negative,28.0
145725684753,Daniel Chaudhuri,26.0,Male,TIER-II,oommenanya@example.net,07417215622,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,3.66,2.0,2.0,0.0,Never Married,2.0,3.0,3.0,2.0,2.0,9091.9,0.0,1.0,No,Red,0.0,3951.0,0.0,1.0,1.0,0.0,2.0,2.0,27.0,0.0,4 Star,55360.8,4.0,Negative,41.0
964615283104,Ryan Chakrabarti,32.0,Male,VILLAGE,ukorpal@example.net,4884021557,Retired/Pensioners,Primary or less,11.4,0.0,1.0,2.0,Currently Married,1.0,3.0,1.0,1.0,5.0,12786.7,2.0,1.0,No,Blue,1.0,20944.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0,0.0,5 Star,405.5,2.0,Strongly Negative,16.0
136253059576,Qarin Nagi,30.0,Male,TIER-I,dkari@example.com,03449021666,Salaried/Employed (Private/Public Sector),Primary or less,8.46,1.0,1.0,2.0,Currently Married,3.0,4.0,2.0,1.0,3.0,11106.7,0.0,2.0,Yes,Blue,0.0,19191.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4 Star,56601.4,4.0,Negative,8.0
501921209060,Chanakya Wadhwa,45.0,Male,TIER-I,valakashvi@example.org,6085874951,Homemakers,Primary or less,9.89,2.0,1.0,2.0,Never Married,,2.0,3.0,1.0,2.0,3244.7,1.0,1.0,No,Golden,0.0,9655.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,4 Star,44231.2,2.0,Neutral,27.0
244879382019,George Chowdhury,20.0,Male,TIER-I,yochanachahal@example.net,09316477251,Retired/Pensioners,Primary or less,4.31,2.0,1.0,2.0,Never Married,4.0,2.0,2.0,4.0,4.0,5072.0,1.0,0.0,No,Golden,1.0,13995.0,0.0,1.0,0.0,2.0,1.0,0.0,22.0,0.0,5 Star,16615.1,2.0,Neutral,10.0
457749775324,Harinakshi Setty,39.0,Female,VILLAGE,zbail@example.net,00960035624,Homemakers,Primary or less,0.43,1.0,3.0,1.0,Currently Married,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,No,Blue,1.0,9445.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5 Star,39965.5,1.0,Negative,11.0
558476939238,Eta Walia,46.0,Female,VILLAGE,xiyer@example.net,09232342108,Retired/Pensioners,Primary or less,15.43,1.0,1.0,1.0,Never Married,3.0,,1.0,4.0,2.0,13314.8,0.0,1.0,No,Red,0.0,4017.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,3 Star,20538.3,2.0,Negative,59.0
319797700469,Joshua Zachariah,51.0,Male,VILLAGE,ekapad55@example.org,3342643350,Laborers/Skilled Workers,Tertiary or more,11.59,1.0,2.0,0.0,Widowed,1.0,4.0,2.0,1.0,3.0,1978.5,1.0,1.0,No,Golden,1.0,20569.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,4 Star,36080.6,2.0,Neutral,10.0
963856048497,Ria Dasgupta,33.0,Male,TIER-I,cbal@example.net,3607763369,Freelancers/Consultants,Primary or less,7.13,2.0,1.0,1.0,Never Married,0.0,2.0,4.0,4.0,4.0,9344.9,1.0,1.0,No,Red,1.0,2544.0,1.0,1.0,0.0,0.0,2.0,0.0,14.0,0.0,4 Star,64728.0,3.0,Strongly Negative,22.0
503604474507,Girik Gill,48.0,Female,TIER-I,gabashaurya@example.org,09556331857,Laborers/Skilled Workers,Primary or less,7.69,1.0,1.0,2.0,Never Married,1.0,3.0,1.0,2.0,3.0,10003.2,2.0,1.0,No,Blue,1.0,11189.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2 Star,37455.4,3.0,Negative,16.0
652035807486,Yashoda Choudhury,24.0,Female,VILLAGE,ababu@example.com,06155416431,Retired/Pensioners,Secondary,13.92,2.0,0.0,2.0,Currently Married,4.0,3.0,0.0,3.0,3.0,9885.4,1.0,1.0,No,Golden,1.0,3865.0,1.0,0.0,0.0,1.0,2.0,1.0,21.0,0.0,1 Star,46393.0,2.0,Negative,8.0
400276140106,Urishilla Babu,49.0,Female,VILLAGE,ekiya02@example.org,+919028227009,Students,Primary or less,4.99,3.0,3.0,1.0,Currently Married,2.0,1.0,2.0,2.0,4.0,8544.6,1.0,1.0,No,Golden,1.0,3443.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,0.0,5 Star,45711.2,5.0,Positive,53.0
283955479193,Chaaya Prabhu,25.0,Male,VILLAGE,adugar@example.org,+918225120734,Retired/Pensioners,Primary or less,11.47,3.0,2.0,1.0,Widowed,1.0,4.0,2.0,1.0,1.0,4242.3,1.0,1.0,No,Blue,0.0,14707.0,0.0,1.0,1.0,0.0,2.0,1.0,26.0,0.0,5 Star,16129.4,2.0,Positive,14.0
425586388909,Kashvi Lanka,34.0,Male,VILLAGE,ayush05@example.org,00260869822,Laborers/Skilled Workers,Secondary,1.01,1.0,1.0,2.0,Never Married,6.0,3.0,2.0,3.0,4.0,9179.9,1.0,1.0,No,Golden,1.0,5036.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,4 Star,17888.5,1.0,Positive,27.0
981923066620,Alexander Palla,47.0,Female,TIER-I,georgesaini@example.org,+917768729047,Students,Primary or less,12.67,2.0,0.0,2.0,Currently Married,2.0,1.0,2.0,2.0,4.0,6470.3,0.0,2.0,No,Red,0.0,3233.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,0.0,4 Star,26335.7,2.0,Strongly Negative,34.0
611595758355,Aarini Dave,26.0,Female,VILLAGE,jasmit91@example.com,09323822311,"Government Employees (Civil Services, Defense, Police)",Primary or less,9.0,2.0,1.0,2.0,Currently Married,3.0,2.0,4.0,1.0,1.0,2387.4,0.0,1.0,No,Golden,0.0,8114.0,0.0,1.0,1.0,0.0,,1.0,6.0,0.0,,30317.4,3.0,Negative,16.0
185739973851,Barkha Cheema,29.0,Male,VILLAGE,upkaarkrishna@example.org,4579889425,Business Owners/Entrepreneurs,Secondary,7.89,2.0,2.0,2.0,Never Married,3.0,2.0,1.0,5.0,,6066.3,1.0,0.0,Yes,Red,0.0,11793.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,4 Star,60431.3,2.0,Positive,45.0
929533234908,Kavya Dhillon,44.0,Male,VILLAGE,rajanchanakya@example.org,+910203265097,Retired/Pensioners,Secondary,10.25,1.0,1.0,1.0,Currently Married,1.0,4.0,1.0,1.0,0.0,14288.2,1.0,1.0,No,Blue,0.0,7572.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,4 Star,58535.6,2.0,Negative,54.0
348964222686,Hemangini Guha,44.0,Female,TIER-I,nseth@example.com,4871485524,Business Owners/Entrepreneurs,Primary or less,2.61,2.0,1.0,2.0,Currently Married,1.0,2.0,0.0,1.0,3.0,9121.0,1.0,1.0,No,Blue,0.0,5680.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,5 Star,6987.5,4.0,Positive,35.0
846723617943,Vinaya Shan,41.0,Male,TIER-I,oommenzilmil@example.com,+915608213711,Students,Primary or less,4.83,1.0,1.0,2.0,Never Married,5.0,2.0,1.0,4.0,2.0,598.5,1.0,0.0,No,Blue,1.0,8194.0,1.0,0.0,2.0,1.0,1.0,1.0,,0.0,5 Star,48465.3,4.0,Negative,11.0
841844861994,Jonathan Palan,43.0,Male,TIER-I,sneha68@example.org,2683230358,Laborers/Skilled Workers,Primary or less,7.2,1.0,2.0,2.0,Never Married,2.0,2.0,0.0,3.0,2.0,13400.3,0.0,1.0,No,Blue,0.0,4641.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,4 Star,58054.6,3.0,Negative,49.0
538000516771,Champak Walia,38.0,Female,VILLAGE,victor82@example.com,+911293289634,Students,Primary or less,9.29,2.0,1.0,2.0,Never Married,2.0,1.0,2.0,4.0,2.0,7992.9,1.0,1.0,No,Blue,2.0,13598.0,0.0,1.0,1.0,0.0,3.0,0.0,24.0,0.0,5 Star,79380.8,4.0,Neutral,21.0
713341033639,Nandini Minhas,30.0,Male,VILLAGE,avig@example.com,05240148439,Business Owners/Entrepreneurs,Secondary,4.09,1.0,1.0,2.0,Widowed,1.0,2.0,1.0,3.0,2.0,9234.1,0.0,1.0,Yes,Blue,0.0,3819.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,0.0,4 Star,45150.1,4.0,Neutral,20.0
200355239707,Daniel Roy,33.0,Female,VILLAGE,maanassrivastava@example.org,+916266933513,Salaried/Employed (Private/Public Sector),Primary or less,6.92,0.0,0.0,2.0,Currently Married,0.0,3.0,0.0,1.0,4.0,4950.7,1.0,1.0,No,Golden,0.0,11494.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,4 Star,19758.5,3.0,Negative,16.0
537187650084,Logan Ratti,27.0,Male,TIER-I,doshisamesh@example.com,+914501848197,Laborers/Skilled Workers,Primary or less,5.64,1.0,1.0,2.0,Never Married,5.0,2.0,1.0,4.0,4.0,7996.8,,1.0,No,Golden,2.0,6764.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4 Star,26245.0,4.0,Neutral,46.0
387822589021,Raksha Misra,53.0,Male,VILLAGE,shamitesh@example.org,5406417692,"Government Employees (Civil Services, Defense, Police)",Primary or less,9.58,1.0,1.0,3.0,Never Married,1.0,1.0,1.0,1.0,3.0,4071.0,1.0,1.0,No,Golden,1.0,10591.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,5 Star,5649.4,5.0,Negative,24.0
235448546713,Bishakha Kar,40.0,Male,TIER-I,chakrabartijanani@example.org,7660144485,Laborers/Skilled Workers,Primary or less,13.65,1.0,2.0,1.0,Currently Married,2.0,3.0,3.0,2.0,2.0,7365.9,1.0,0.0,Yes,Red,0.0,7707.0,0.0,,0.0,0.0,0.0,2.0,34.0,0.0,5 Star,7739.0,4.0,Neutral,20.0
505680216951,Zayan Parikh,34.0,Male,VILLAGE,aryaharrison@example.net,03973964178,Students,Primary or less,4.41,4.0,1.0,2.0,Currently Married,0.0,3.0,3.0,3.0,3.0,16161.9,1.0,2.0,No,Blue,0.0,8168.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4 Star,84583.9,3.0,Neutral,23.0
923228529421,Zilmil Raja,36.0,Female,VILLAGE,chokshiguneet@example.net,+911359966057,Freelancers/Consultants,Primary or less,4.74,1.0,2.0,0.0,Currently Married,4.0,2.0,1.0,1.0,4.0,3555.0,1.0,1.0,No,Golden,1.0,11346.0,1.0,0.0,1.0,1.0,2.0,1.0,23.0,0.0,5 Star,22418.7,2.0,Neutral,23.0
390650490584,Baljiwan Rastogi,56.0,Female,TIER-I,nbal@example.net,+910514607455,Agriculturalists (Farmers),Primary or less,9.11,1.0,3.0,1.0,Currently Married,2.0,3.0,2.0,0.0,3.0,2112.7,1.0,0.0,No,Golden,0.0,18441.0,0.0,1.0,0.0,2.0,0.0,1.0,9.0,0.0,5 Star,14161.1,2.0,Negative,14.0
519122494202,Yuvraj Malhotra,26.0,Female,VILLAGE,ubatta@example.com,4238856527,Salaried/Employed (Private/Public Sector),Primary or less,7.66,1.0,1.0,2.0,Never Married,5.0,3.0,3.0,1.0,2.0,8007.6,0.0,1.0,Yes,Golden,1.0,7845.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,4 Star,16886.9,2.0,Neutral,22.0
803611924651,Gauri Pandey,40.0,Female,VILLAGE,edhithamohan@example.org,1659726347,Laborers/Skilled Workers,Secondary,10.39,1.0,0.0,1.0,Currently Married,4.0,3.0,1.0,0.0,1.0,6052.1,0.0,1.0,Yes,Blue,1.0,15938.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,4 Star,44383.1,4.0,Positive,38.0
512060416063,Geetika Sarma,37.0,Female,VILLAGE,nathaniel25@example.org,+913948848826,Agriculturalists (Farmers),Secondary,5.95,2.0,0.0,2.0,Widowed,4.0,3.0,2.0,3.0,2.0,10621.1,0.0,1.0,No,Red,1.0,5267.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1 Star,24707.2,2.0,Negative,14.0
839199717879,Rushil Chander,41.0,Female,VILLAGE,raveladya@example.org,5856261499,Students,,8.55,1.0,3.0,2.0,Currently Married,1.0,2.0,2.0,0.0,2.0,10060.8,0.0,2.0,No,Red,1.0,13919.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,5 Star,24181.5,0.0,Negative,30.0
616400332958,Ekiya Kar,19.0,Female,VILLAGE,pbaria@example.net,+914073333732,Students,Secondary,6.99,1.0,1.0,2.0,Currently Married,1.0,1.0,2.0,5.0,4.0,10970.2,1.0,1.0,No,Blue,0.0,21746.0,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,5 Star,7877.8,0.0,Negative,31.0
778712312814,Chaman Kohli,51.0,Male,VILLAGE,subramanianreva@example.com,8936289696,Retired/Pensioners,Primary or less,5.87,1.0,1.0,2.0,,3.0,1.0,0.0,4.0,3.0,,1.0,0.0,Yes,Golden,0.0,9683.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4 Star,79420.2,3.0,Strongly Negative,44.0
458893511908,Januja Lall,55.0,Female,TIER-III,xprabhakar@example.org,08512538921,Agriculturalists (Farmers),Primary or less,10.52,2.0,2.0,1.0,Currently Married,1.0,3.0,1.0,0.0,4.0,9903.4,1.0,1.0,No,Blue,1.0,7443.0,1.0,1.0,1.0,0.0,1.0,1.0,18.0,0.0,5 Star,38255.5,2.0,Strongly Negative,41.0
773945892375,Dipta Cheema,39.0,Female,VILLAGE,ijayakapur@example.com,09079779612,Students,Primary or less,11.37,1.0,3.0,1.0,Widowed,5.0,3.0,2.0,2.0,2.0,,1.0,1.0,Yes,Golden,1.0,10078.0,1.0,1.0,0.0,2.0,1.0,1.0,17.0,0.0,4 Star,51596.8,4.0,Strongly Negative,39.0
809620368716,Saumya Bhandari,43.0,Male,VILLAGE,vansha21@example.net,01494097626,Salaried/Employed (Private/Public Sector),Primary or less,6.4,2.0,0.0,2.0,Currently Married,1.0,3.0,4.0,3.0,2.0,11485.2,1.0,1.0,Yes,Blue,0.0,17796.0,0.0,0.0,1.0,2.0,3.0,1.0,19.0,0.0,4 Star,34590.3,2.0,Negative,13.0
796056217061,Siya Mukherjee,54.0,Female,TIER-II,ganga39@example.net,02895090591,Agriculturalists (Farmers),Primary or less,9.34,2.0,1.0,2.0,Currently Married,3.0,2.0,1.0,0.0,3.0,13016.6,1.0,0.0,No,Blue,2.0,11431.0,1.0,0.0,1.0,,2.0,0.0,22.0,0.0,4 Star,2899.4,3.0,Neutral,22.0
610344572728,Devansh Wagle,44.0,Male,VILLAGE,uedwin@example.org,+919220715116,Students,Primary or less,4.59,2.0,1.0,2.0,Never Married,1.0,4.0,3.0,2.0,1.0,6814.9,0.0,1.0,No,Blue,0.0,12650.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,4 Star,23517.1,4.0,Neutral,12.0
872704936140,Nikita Raj,26.0,Female,VILLAGE,vdevi@example.org,+914526471246,Retired/Pensioners,Primary or less,11.31,3.0,1.0,2.0,Currently Married,3.0,2.0,1.0,1.0,2.0,7729.3,1.0,1.0,Yes,Golden,1.0,4521.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,0.0,5 Star,14274.7,2.0,Strongly Negative,44.0
814262468039,Utkarsh Panchal,39.0,Male,VILLAGE,norisiya@example.org,4090805120,Salaried/Employed (Private/Public Sector),Secondary,5.87,1.0,2.0,2.0,Widowed,4.0,3.0,1.0,2.0,3.0,7254.9,0.0,1.0,Yes,Golden,1.0,10039.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4 Star,16602.9,4.0,Negative,31.0
226307668955,Aayush Narain,40.0,Female,VILLAGE,bmohan@example.net,5123972835,Homemakers,Primary or less,4.49,2.0,1.0,0.0,Widowed,1.0,3.0,1.0,3.0,2.0,8185.2,1.0,0.0,No,Blue,0.0,3737.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,2 Star,5380.5,0.0,Negative,15.0
147844977968,Mohammed Prasad,35.0,Male,VILLAGE,ridhigoel@example.net,+917090814415,Laborers/Skilled Workers,Primary or less,14.26,1.0,3.0,1.0,Currently Married,1.0,3.0,1.0,6.0,2.0,7341.7,1.0,1.0,No,Red,0.0,17761.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4 Star,49956.9,3.0,Strongly Negative,21.0
142718868029,Zarna Ganesh,45.0,Male,VILLAGE,tankreyansh@example.net,+919578671815,Homemakers,Tertiary or more,7.35,0.0,2.0,2.0,Never Married,3.0,1.0,2.0,1.0,2.0,4167.1,1.0,1.0,No,Blue,0.0,12309.0,0.0,1.0,1.0,1.0,3.0,1.0,11.0,0.0,4 Star,31319.5,6.0,Strongly Negative,20.0
226669858209,Jasmit Dhaliwal,55.0,Male,VILLAGE,vrittiguha@example.com,+915079181589,Students,Tertiary or more,9.56,1.0,3.0,2.0,Currently Married,1.0,3.0,1.0,1.0,1.0,12819.5,1.0,1.0,Yes,Golden,0.0,9299.0,0.0,1.0,1.0,0.0,2.0,0.0,10.0,0.0,4 Star,7749.9,2.0,Strongly Negative,17.0
358115474225,Sai Mandal,54.0,Male,VILLAGE,krishna73@example.com,6666170715,Agriculturalists (Farmers),Primary or less,11.56,2.0,1.0,1.0,Currently Married,4.0,3.0,0.0,2.0,3.0,11994.0,1.0,0.0,No,Golden,1.0,3343.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,4 Star,12113.6,3.0,Neutral,4.0
692221269274,Lopa Mohan,36.0,Female,TIER-I,xmani@example.net,0803149982,Retired/Pensioners,Tertiary or more,10.02,1.0,0.0,2.0,Widowed,4.0,2.0,4.0,1.0,3.0,9670.1,0.0,1.0,No,Blue,0.0,7094.0,0.0,0.0,1.0,1.0,3.0,1.0,12.0,0.0,5 Star,27113.2,4.0,Positive,20.0
525784434958,Chanakya Warrior,25.0,Female,VILLAGE,battachavvi@example.com,+915806882850,Unemployed/Jobseekers,Tertiary or more,8.75,1.0,1.0,1.0,Never Married,4.0,2.0,0.0,2.0,3.0,13343.2,0.0,1.0,No,Golden,1.0,8900.0,1.0,0.0,2.0,1.0,1.0,1.0,9.0,0.0,3 Star,8479.1,2.0,Neutral,19.0
505675310918,Hardik Shankar,61.0,Male,VILLAGE,timothynagarajan@example.org,3739900631,Unemployed/Jobseekers,Primary or less,6.84,2.0,0.0,1.0,Never Married,2.0,3.0,2.0,4.0,2.0,6694.8,1.0,1.0,No,Blue,1.0,13038.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,4 Star,7990.4,5.0,Neutral,
867695941207,Aayush Khosla,49.0,Male,TIER-I,peter63@example.com,00229394694,Laborers/Skilled Workers,Primary or less,13.63,1.0,2.0,1.0,Never Married,2.0,2.0,3.0,5.0,3.0,2738.3,1.0,1.0,No,Blue,1.0,8562.0,0.0,1.0,1.0,2.0,1.0,0.0,18.0,0.0,,9827.4,3.0,Negative,46.0
696768414616,Anjali Rout,25.0,Female,TIER-I,sagarodika@example.com,03749060723,Salaried/Employed (Private/Public Sector),Tertiary or more,3.91,1.0,1.0,1.0,Widowed,1.0,2.0,1.0,1.0,3.0,1677.7,1.0,0.0,Yes,Golden,1.0,20394.0,1.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,5 Star,48271.6,2.0,Strongly Negative,18.0
746045230097,Ishwar D’Alia,54.0,Male,TIER-I,vrindabhavsar@example.org,5246484494,Laborers/Skilled Workers,Primary or less,12.83,1.0,2.0,1.0,Currently Married,3.0,3.0,1.0,3.0,2.0,12792.0,2.0,2.0,No,Blue,1.0,16681.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,5 Star,35131.4,3.0,Neutral,7.0
902051938183,Jagdish Rana,50.0,Female,VILLAGE,gabrieltank@example.org,+918077113062,Agriculturalists (Farmers),Primary or less,10.29,2.0,1.0,1.0,Widowed,1.0,4.0,1.0,5.0,2.0,8654.7,0.0,1.0,Yes,Red,0.0,16142.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,4 Star,37061.1,3.0,Negative,45.0
819041453913,Ekansh Khurana,38.0,Female,VILLAGE,cprabhakar@example.net,+917908335090,Students,Primary or less,8.82,1.0,1.0,1.0,Currently Married,4.0,2.0,2.0,2.0,4.0,16596.2,1.0,1.0,No,Red,1.0,8251.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,4 Star,18458.9,3.0,Neutral,30.0
776411594991,Harita Krishna,40.0,Female,TIER-I,inayashere@example.org,0662481323,Students,Tertiary or more,6.35,1.0,2.0,1.0,Currently Married,1.0,2.0,1.0,4.0,2.0,13858.6,0.0,0.0,Yes,Blue,1.0,19306.0,0.0,1.0,1.0,,1.0,1.0,15.0,0.0,4 Star,15623.1,1.0,Positive,25.0
409029431863,Reva Bakshi,34.0,Female,VILLAGE,pboase@example.net,4822850116,Laborers/Skilled Workers,Primary or less,4.11,1.0,0.0,2.0,Currently Married,5.0,1.0,1.0,1.0,1.0,18440.6,1.0,1.0,No,Blue,0.0,14237.0,0.0,2.0,2.0,0.0,0.0,1.0,19.0,0.0,5 Star,26898.4,1.0,Neutral,21.0
856054759475,Omkaar Nagy,22.0,Male,VILLAGE,balvan21@example.net,+910609069130,Salaried/Employed (Private/Public Sector),Primary or less,7.56,1.0,1.0,0.0,Never Married,3.0,2.0,4.0,1.0,3.0,,1.0,1.0,No,Golden,1.0,6386.0,1.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,4 Star,18942.0,5.0,Positive,3.0
337814615356,Anmol Soni,32.0,Male,VILLAGE,rmandal@example.net,07379457727,Students,Primary or less,11.21,1.0,,1.0,Currently Married,2.0,3.0,4.0,3.0,3.0,5922.3,1.0,1.0,No,Blue,1.0,3704.0,0.0,1.0,1.0,1.0,0.0,1.0,23.0,0.0,5 Star,32813.8,3.0,Neutral,4.0
587235620303,Udarsh Dhawan,47.0,Male,TIER-I,owen64@example.org,00642076836,,Primary or less,10.71,,2.0,0.0,Currently Married,2.0,2.0,,3.0,2.0,11266.8,0.0,0.0,No,Blue,1.0,15916.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5 Star,51101.6,2.0,Neutral,39.0
361780641120,Ira Joshi,18.0,Female,VILLAGE,asama@example.com,7767555628,Laborers/Skilled Workers,Primary or less,9.58,1.0,2.0,2.0,Never Married,1.0,4.0,4.0,3.0,4.0,1889.8,1.0,0.0,No,Blue,1.0,13780.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4 Star,32177.2,4.0,,50.0
498811121833,Yatan Kalla,32.0,Male,VILLAGE,robertpatla@example.com,6543627187,Laborers/Skilled Workers,Primary or less,17.76,2.0,2.0,1.0,Currently Married,,1.0,2.0,2.0,4.0,7739.3,1.0,1.0,No,Blue,1.0,12939.0,0.0,1.0,1.0,1.0,2.0,0.0,7.0,0.0,4 Star,26135.9,4.0,Positive,25.0
506671900140,Nitara Behl,34.0,Male,TIER-I,teerthnazareth@example.net,+916862703692,Students,Tertiary or more,15.72,2.0,2.0,1.0,Never Married,4.0,4.0,1.0,3.0,3.0,4943.7,1.0,1.0,No,Golden,2.0,,1.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,4 Star,90643.0,1.0,Neutral,9.0
812869405517,Nachiket Ratti,38.0,Male,TIER-I,matthewsabharwal@example.com,03275998011,Unemployed/Jobseekers,Primary or less,7.13,1.0,1.0,2.0,Widowed,5.0,3.0,2.0,2.0,2.0,12747.0,1.0,0.0,No,Blue,1.0,15701.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,0.0,4 Star,227.1,3.0,Neutral,1.0
165965001880,Ansh Anand,54.0,Female,VILLAGE,narulagautam@example.com,03234159597,Retired/Pensioners,Primary or less,4.79,2.0,3.0,2.0,Widowed,5.0,2.0,2.0,0.0,1.0,8236.2,1.0,1.0,No,Blue,0.0,12599.0,0.0,0.0,1.0,2.0,1.0,1.0,15.0,0.0,5 Star,15498.9,1.0,Strongly Negative,29.0
402357707469,Hamsini Gill,33.0,Male,TIER-I,chavvi18@example.org,+912618962887,Retired/Pensioners,Primary or less,7.76,2.0,3.0,2.0,Never Married,5.0,2.0,2.0,3.0,2.0,1629.1,1.0,2.0,No,Golden,1.0,12928.0,1.0,0.0,2.0,0.0,2.0,,19.0,0.0,4 Star,14850.5,1.0,Neutral,1.0
200737244056,Zaid Comar,33.0,Female,VILLAGE,saichatterjee@example.org,+916767209579,Agriculturalists (Farmers),Primary or less,12.11,1.0,0.0,1.0,Never Married,3.0,1.0,2.0,2.0,3.0,12466.2,0.0,0.0,No,Blue,1.0,6979.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0,0.0,4 Star,36347.5,3.0,Negative,43.0
334774804042,Sara Bahri,45.0,Female,VILLAGE,vpadmanabhan@example.org,01229462135,Salaried/Employed (Private/Public Sector),Tertiary or more,7.71,1.0,3.0,1.0,Never Married,1.0,2.0,0.0,2.0,0.0,13922.7,0.0,1.0,No,Golden,0.0,6628.0,0.0,0.0,1.0,1.0,2.0,0.0,22.0,0.0,4 Star,31047.3,,Negative,26.0
802835768946,Fiyaz Pant,36.0,Male,TIER-I,nbabu@example.net,02543848075,Freelancers/Consultants,,6.47,1.0,2.0,1.0,Currently Married,2.0,2.0,1.0,1.0,2.0,19151.5,0.0,1.0,Yes,Blue,1.0,4268.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,5 Star,6752.2,2.0,Neutral,11.0
151631337129,Charles Khare,29.0,Male,TIER-I,adya76@example.com,+914715802909,Homemakers,Primary or less,10.66,2.0,2.0,1.0,Never Married,2.0,4.0,0.0,3.0,3.0,1190.9,1.0,2.0,No,Blue,0.0,13024.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2 Star,60175.3,1.0,Neutral,28.0
468451477211,Chasmum Rai,36.0,Female,TIER-I,upmarai@example.com,+914655866525,Business Owners/Entrepreneurs,Secondary,9.63,1.0,1.0,2.0,Currently Married,3.0,3.0,3.0,3.0,2.0,10752.6,1.0,1.0,No,Blue,1.0,8987.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,0.0,4 Star,34122.5,2.0,Strongly Negative,5.0
