Aadhar No.,Name,Age,Phone No.,Education,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Reviews received,Pet Bills (per year),Accounts,UPI Failures,Gender_Female,Gender_Male,City_TIER-I,City_TIER-II,City_TIER-III,City_VILLAGE,Occupation_Agriculturalists (Farmers),Occupation_Business Owners/Entrepreneurs,Occupation_Freelancers/Consultants,"Occupation_Government Employees (Civil Services, Defense, Police)",Occupation_Homemakers,Occupation_Laborers/Skilled Workers,Occupation_Retired/Pensioners,Occupation_Salaried/Employed (Private/Public Sector),"Occupation_Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Occupation_Students,Occupation_Unemployed/Jobseekers,Partner_Currently Married,Partner_Divorced,Partner_Never Married,Partner_Widowed,Betting Apps_No,Betting Apps_Yes,TrueCaller Flag_Blue,TrueCaller Flag_Golden,TrueCaller Flag_Red,Sentiment on Social Media_Negative,Sentiment on Social Media_Neutral,Sentiment on Social Media_Positive,Sentiment on Social Media_Strongly Negative,Sentiment on Social Media_Strongly Positive
532708693586,Sathvik Agarwal,33.0,08527758670,0,12.33,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,8847.6,0.0,1.0,1.0,7640.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3,63027.9,2.0,26.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
809938947274,Lila Narang,49.0,02036344439,1,12.83,2.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,8786.3,1.0,2.0,1.0,8527.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,3,6583.4,1.0,34.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
959227831826,Neha Trivedi,36.0,6331812335,2,2.24,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,22708.5,0.0,1.0,3.0,4879.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,4,13580.7,0.0,20.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
975734866161,Oviya Chakrabarti,60.0,00731744577,0,10.47,2.0,2.0,1.0,4.0,3.0,2.0,1.0,5.0,15931.1,1.0,1.0,0.0,14943.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,4,16511.4,2.0,40.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
366093287969,Oscar Sachdev,41.0,+916367850898,0,5.23,1.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,8105.9,1.0,1.0,1.0,18279.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,1,22443.9,5.0,25.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
523032321578,Warhi Lanka,25.0,05944348529,0,17.24,1.0,2.0,2.0,6.0,2.0,4.0,3.0,2.0,1932.1,0.0,1.0,1.0,4552.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,4,34497.7,2.0,29.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
362477235394,Ranveer Sehgal,43.0,7403767687,0,11.14,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,13834.4,1.0,1.0,1.0,7307.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3,44838.8,1.0,20.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
802225359918,Aryan Lanka,32.0,+910767514975,2,0.26,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,8041.0,0.0,0.0,0.0,8680.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,3,60544.2,1.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
179860320286,Chanchal Chakrabarti,43.0,+915733099000,0,13.88,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2609.2,0.0,0.0,1.0,13970.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,4,53518.3,3.0,29.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
117084078319,Bahadurjit Rege,22.0,06582344538,1,6.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,2.0,3620.5,1.0,1.0,1.0,12580.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2,51587.6,3.0,27.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
499375619431,Pahal Pau,27.0,+915232660004,0,7.29,0.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,9636.2,1.0,2.0,0.0,17251.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4,72719.6,1.0,45.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
451903525746,Ayush Brar,50.0,+910349561199,0,9.23,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,9349.8,0.0,1.0,2.0,17525.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,3,45487.2,3.0,11.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
525768624477,Dipta Buch,29.0,+918158374661,1,13.57,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,11173.3,2.0,1.0,1.0,13789.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,4,66823.7,1.0,22.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
562002675857,Damini Singhal,49.0,06186870479,2,13.87,2.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,9833.5,1.0,0.0,0.0,20524.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,4,25201.8,0.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
698569888727,Mugdha Rajagopal,31.0,2905256599,0,8.74,2.0,1.0,1.0,2.0,3.0,0.0,4.0,2.0,6752.6,1.0,0.0,1.0,7885.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4,87366.8,3.0,14.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
291911774790,Anay Vyas,41.0,9142330292,0,6.27,1.0,0.0,1.0,3.0,4.0,2.0,4.0,3.0,15773.7,1.0,1.0,0.0,8694.0,0.0,1.0,0.0,2.0,2.0,0.0,16.0,0.0,3,49145.1,4.0,41.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
618671958491,Pahal Mangal,43.0,+915473986221,0,5.85,2.0,2.0,2.0,6.0,3.0,0.0,3.0,4.0,9547.6,1.0,1.0,1.0,5372.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1,39154.3,1.0,30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
180618112622,Christopher Pant,38.0,+913186604747,0,6.77,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,7138.6,1.0,1.0,1.0,15382.0,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,4,33257.6,2.0,21.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
744316774824,Tanay Chana,31.0,07852474420,0,4.62,0.0,2.0,1.0,6.0,2.0,3.0,0.0,3.0,8931.0,2.0,2.0,0.0,12029.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,3,43390.3,2.0,44.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
113174952086,Falak Lala,28.0,01023873518,0,9.84,1.0,3.0,1.0,0.0,4.0,1.0,0.0,4.0,21935.6,1.0,1.0,1.0,6343.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3,13668.6,3.0,10.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
337349278479,Odika Mukherjee,20.0,07413135183,2,8.39,3.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,8682.8,2.0,1.0,0.0,17660.0,0.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,4,52388.0,1.0,23.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
537181671620,Lohit Pant,31.0,5346581539,1,11.07,1.0,3.0,1.0,4.0,1.0,3.0,5.0,2.0,4171.3,0.0,0.0,1.0,4450.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1,10004.4,2.0,61.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
415708488576,Oliver Dani,42.0,08955990984,2,3.19,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3730.6,1.0,1.0,1.0,10447.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0,1,46589.5,2.0,25.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
884383738449,Onkar Prashad,55.0,05816759238,0,7.13,0.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,11664.4,0.0,1.0,0.0,11384.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,3,61778.7,4.0,27.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
943965578930,Gunbir Kannan,51.0,08918003814,1,5.39,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,6198.6,1.0,1.0,1.0,9252.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,0.0,4,34761.1,0.0,44.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
565640734787,Ranbir Lad,46.0,+919242195973,1,8.46,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,7340.6,1.0,0.0,1.0,4615.0,1.0,0.0,0.0,2.0,3.0,1.0,31.0,0.0,4,35979.7,2.0,36.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
541100917930,Harsh Ghose,47.0,+918527341146,1,7.8,2.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,19286.5,1.0,0.0,0.0,13567.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,3,25908.1,1.0,23.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
800433694008,Ronith Krish,42.0,+915553015303,0,7.62,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,11594.8,1.0,2.0,1.0,6706.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,29019.4,2.0,13.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
690715047902,Damyanti Minhas,30.0,+917781109659,1,6.25,0.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,7489.5,0.0,1.0,1.0,14517.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,0.0,4,49448.7,3.0,18.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
270149626499,Dhriti Nagarajan,53.0,06634541829,0,10.49,1.0,3.0,2.0,0.0,3.0,1.0,4.0,1.0,981.9,0.0,1.0,1.0,25346.0,0.0,1.0,0.0,1.0,1.0,1.0,12.0,0.0,3,8357.7,1.0,12.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
191386028091,Lohit Ray,42.0,9452064191,0,7.93,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,630.5,1.0,1.0,0.0,10032.0,0.0,1.0,1.0,1.0,1.0,1.0,16.0,0.0,3,13531.5,1.0,14.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
187230385877,Oni Cheema,39.0,6691008224,2,4.92,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,6179.7,0.0,1.0,0.0,17042.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,4,73606.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
270974316189,Jatin Ravel,24.0,2682217562,1,8.58,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,10382.8,1.0,1.0,1.0,8312.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3,65962.6,4.0,34.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
458786063830,Lakshmi Dhingra,36.0,+918347910059,0,9.07,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,3321.8,1.0,1.0,1.0,12746.0,0.0,1.0,0.0,2.0,0.0,1.0,25.0,0.0,3,43804.8,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
745923273422,Liam Pandey,36.0,02287032200,1,1.16,2.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,3450.0,0.0,0.0,0.0,3982.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4,22128.6,1.0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
940242895757,Amara Nori,50.0,7243871295,0,4.94,1.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,468.5,1.0,1.0,0.0,4591.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,4,15531.5,6.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
816548835033,Chakrika Natt,39.0,+910580286060,0,5.42,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,9690.7,2.0,0.0,1.0,12723.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,0.0,4,100142.6,2.0,53.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
807299748434,Ayush Ghose,34.0,+914065474769,0,5.49,1.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0,13390.5,0.0,1.0,1.0,17294.0,1.0,1.0,1.0,0.0,2.0,1.0,19.0,0.0,3,13294.8,1.0,50.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
439586378527,Benjamin Bajaj,60.0,01898566430,0,5.38,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,8643.8,1.0,1.0,1.0,4189.0,0.0,0.0,1.0,1.0,1.0,1.0,29.0,0.0,3,44337.2,2.0,39.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
579742159924,Lopa Narayan,24.0,5623887888,1,5.77,2.0,3.0,1.0,3.0,4.0,2.0,0.0,1.0,5261.1,1.0,1.0,1.0,17613.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3,23401.8,3.0,26.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
365628557943,Lakshmi Palan,35.0,09931360622,1,5.66,2.0,0.0,2.0,3.0,4.0,2.0,4.0,3.0,6787.5,1.0,1.0,0.0,13517.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,1,54510.9,3.0,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
366536676509,Gaurang Chaudhari,21.0,3860479471,1,12.84,1.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,7197.8,0.0,0.0,2.0,10505.0,1.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,3,54501.2,1.0,9.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
226420144405,Tanish Upadhyay,45.0,+913514895382,0,6.3,1.0,1.0,2.0,4.0,3.0,0.0,2.0,3.0,6593.3,0.0,1.0,0.0,12509.0,0.0,0.0,1.0,2.0,0.0,1.0,14.0,0.0,1,49076.2,1.0,26.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
771962115421,Darika Borah,53.0,1479053472,0,6.61,1.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,16488.5,1.0,1.0,1.0,18423.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,4,37009.7,2.0,40.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
162744457425,Jagrati Chander,31.0,6730953267,1,5.7,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,6311.1,0.0,1.0,1.0,13879.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,3,63199.0,3.0,19.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
831472831027,Aadhya Uppal,50.0,6865629258,0,15.43,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,9174.5,1.0,0.0,0.0,21422.0,0.0,1.0,1.0,2.0,1.0,0.0,25.0,0.0,4,3451.3,3.0,34.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
824740055098,Nathan Vora,31.0,+918018323530,0,8.46,0.0,1.0,0.0,4.0,1.0,3.0,1.0,3.0,13164.1,1.0,0.0,1.0,12611.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,3,48112.3,1.0,14.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
292159663688,Yashvi Varkey,53.0,06846767809,0,9.22,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,12834.0,1.0,1.0,1.0,10549.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,4,14000.0,2.0,34.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
113397905703,Arya Naik,45.0,3744959752,1,10.59,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,9877.5,0.0,0.0,1.0,11921.0,0.0,0.0,2.0,1.0,0.0,1.0,17.0,0.0,3,7223.4,2.0,13.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
253364265324,Vihaan Parikh,47.0,3175559289,0,6.45,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,8482.0,0.0,1.0,1.0,11912.0,0.0,1.0,0.0,1.0,1.0,0.0,12.0,0.0,3,27841.6,0.0,16.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
111602852504,Anvi Yogi,19.0,7411486267,0,15.49,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,13163.9,1.0,1.0,1.0,6114.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,3,24341.1,4.0,38.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
646164502396,Jai Dalal,58.0,9764534965,0,4.21,0.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,15206.3,1.0,2.0,0.0,12261.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,3,11804.5,5.0,22.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
482050295460,Ekbal Parmar,44.0,6419678963,2,7.7,0.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,16766.5,1.0,1.0,0.0,12524.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,4,23863.8,3.0,15.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
669181973989,Chandresh Jhaveri,31.0,08201630159,1,4.1,2.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,4660.7,2.0,1.0,0.0,13297.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1,30497.1,2.0,42.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
386563505874,Mohammed Gera,48.0,02284834927,0,11.3,1.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,10550.4,0.0,1.0,1.0,11716.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,4,53894.8,2.0,34.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
508738993541,Nirja Bava,31.0,8460180403,0,3.45,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,10143.7,0.0,0.0,0.0,26347.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3,31674.5,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
920883916351,Charita Ahluwalia,51.0,+915373586671,0,8.64,3.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,1886.4,1.0,1.0,0.0,3141.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,4,2718.3,3.0,18.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
904313219037,Eta Lal,24.0,06053926096,2,3.4,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,4927.7,0.0,2.0,1.0,7930.0,1.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,4,33702.8,4.0,35.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
232656141300,Amara Rau,43.0,2720536499,0,7.65,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,11725.0,0.0,1.0,0.0,6611.0,0.0,1.0,1.0,0.0,2.0,0.0,23.0,0.0,4,24655.2,4.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
465198304316,Hredhaan Dua,38.0,8567285021,0,5.86,3.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,4318.1,1.0,1.0,1.0,14586.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,4,18980.1,2.0,32.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
571617937085,Ekani Kalla,24.0,3077558212,0,13.25,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,6456.7,0.0,1.0,0.0,6720.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,3,25033.8,5.0,31.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
676693765433,Qabil Saha,29.0,03956784460,0,2.23,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,15094.2,1.0,1.0,2.0,3589.0,0.0,0.0,0.0,1.0,3.0,1.0,8.0,0.0,3,48721.6,3.0,32.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
388037136936,Anthony Srivastava,19.0,01991981775,0,9.63,2.0,3.0,0.0,4.0,2.0,1.0,0.0,3.0,8183.0,1.0,1.0,1.0,13267.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,4,27093.7,1.0,2.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
789671467426,Ekapad Dua,36.0,4414925316,2,10.12,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3744.9,0.0,1.0,0.0,6829.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,3,15409.8,5.0,11.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
645791859857,Pranav Venkatesh,31.0,3859747765,0,12.94,1.0,1.0,1.0,4.0,3.0,2.0,6.0,2.0,5633.1,1.0,1.0,1.0,16567.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1,33254.1,2.0,16.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
660300808050,Eiravati Bansal,40.0,00554943436,0,12.71,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,10100.3,1.0,1.0,1.0,8065.0,0.0,1.0,0.0,1.0,1.0,1.0,21.0,0.0,3,51719.6,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
161676262500,Waida Chaudry,31.0,06922094907,0,16.02,2.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,308.7,1.0,1.0,0.0,7699.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,4,14057.6,1.0,51.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
282823383819,Wridesh Misra,31.0,+915359771001,0,5.56,0.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,11675.4,1.0,1.0,0.0,11994.0,0.0,1.0,0.0,0.0,3.0,1.0,12.0,0.0,4,16002.3,3.0,28.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
273377898839,Gauri Krishnan,45.0,07349431487,1,5.8,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,11117.3,0.0,0.0,1.0,8613.0,0.0,1.0,0.0,1.0,1.0,0.0,28.0,0.0,3,64963.1,2.0,31.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
