name,city,tier,is_pet_owner,pet_type,monthly_pet_expense,vet_visits_last_year,pet_medical_expense,annual_pet_spend,has_pet_insurance
Matthew Garcia MD,Ahmedabad,Tier 2,1,Dog,1176.4,0,0.0,14116.8,0
April Davis,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Lisa Torres,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Christine Powers,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Heidi Brown,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Jesse Castro,Mumbai,Tier 1,1,Dog,2304.55,0,0.0,27654.6,0
Kara Sandoval,Mumbai,Tier 1,1,Rabbit,2064.87,1,2621.96,27400.4,0
Ashley Malone,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Glenn Gallegos,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Dorothy Boyd,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Amber Martin,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Mitchell Griffith,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Levi Lopez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Jenna Bryant,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Michelle Rodriguez,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Timothy Monroe,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Patricia Hayes,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Tina Taylor,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Mr. Anthony Mcconnell PhD,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Mr. Thomas Thompson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Monica Anderson,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Kyle Andrade,Indore,Tier 2,1,Dog,1986.69,2,5405.74,29246.02,0
Janice Petty,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Pamela Hill,Chennai,Tier 1,1,Cat,2283.21,0,0.0,27398.52,0
Tracy Chavez,Chennai,Tier 1,1,Dog,3435.82,1,2691.51,43921.35,0
Jason Graves,Hyderabad,Tier 1,1,Dog,2675.49,1,1646.3,33752.18,1
Elizabeth Miles,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Michelle Walls,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Christina Weber,Patna,Tier 3,1,Dog,855.6,2,2101.83,12369.03,0
Gregory Chambers,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Miss Tina Gordon,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Erica Wilson,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
John Duncan,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Jennifer Adkins,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Donna Boone,Jaipur,Tier 2,1,Dog,1090.32,1,1502.26,14586.1,0
Kelly Johnson,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Michael Gonzalez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Candace Mitchell,Indore,Tier 2,1,Cat,1069.04,2,4225.64,17054.12,0
Ryan Vaughn,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Paul Johnson,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Ashley Parrish,Patna,Tier 3,1,Cat,1118.59,1,2268.05,15691.13,1
Sharon Newton,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Cynthia Mueller,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Donna Beck,Indore,Tier 2,1,Rabbit,1772.83,3,6800.73,28074.69,0
Jasmine Frye,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Emily Arnold,Jaipur,Tier 2,1,Dog,1498.37,0,0.0,17980.44,0
David Oliver,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Sheila Greer,Pune,Tier 2,1,Dog,1020.89,1,1290.65,13541.33,0
Michele Holland,Ahmedabad,Tier 2,1,Cat,1245.7,1,1884.56,16832.96,0
Kimberly Morrison,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Tracey Phillips,Ahmedabad,Tier 2,1,Dog,1543.33,1,930.21,19450.17,0
Michael Lopez,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Jose Bennett,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Justin Anderson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Dawn Rivera,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Brittney Hernandez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Anthony Randolph,Ranchi,Tier 3,1,Dog,722.57,1,1148.91,9819.75,0
Mary Henry,Lucknow,Tier 2,1,Dog,1474.29,2,1695.16,19386.64,0
Heather Bowers,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel White,Bangalore,Tier 1,1,Dog,2448.2,0,0.0,29378.4,0
Jonathan Perry,Hyderabad,Tier 1,1,Dog,1858.32,2,2113.54,24413.38,0
Anna Walker,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Gary Ward,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Paul Moreno,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Samantha Zavala MD,Pune,Tier 2,1,Dog,1770.58,0,0.0,21246.96,0
Jill Conway,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Lisa Haley,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Erica Moon,Delhi,Tier 1,1,Cat,1741.2,1,1690.03,22584.43,0
Janice Fernandez,Delhi,Tier 1,1,Dog,3110.84,0,0.0,37330.08,1
Thomas Short,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Robert Griffin,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Steven Lee,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Tiffany Jackson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Kimberly Smith,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Ayala,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Jessica Garcia,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Michele Cherry,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Maria Case,Mumbai,Tier 1,1,Dog,2995.94,1,877.34,36828.62,0
Brittany Stevens,Mumbai,Tier 1,1,Dog,2487.58,0,0.0,29850.96,0
Brandon Brown,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Kristin Andrews,Jaipur,Tier 2,1,Dog,1144.58,2,4740.9,18475.86,0
David Hughes,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Jessica Smith,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Kimberly May,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Nicole Richards,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Angel Reilly,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Richard Turner,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Preston Kim,Ranchi,Tier 3,1,Cat,657.94,0,0.0,7895.28,0
Matthew Wells,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Brandy Myers,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Kimberly Choi,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Michael Sloan,Pune,Tier 2,1,Cat,1055.65,3,6140.65,18808.45,0
Monica Brooks,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Kristen Peters,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Aaron Carlson,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Theresa Torres,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Stephanie Cooper,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Matthew Hunt,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel Davenport,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Christopher Marsh,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Sarah Randolph,Lucknow,Tier 2,1,Rabbit,1844.29,1,2238.88,24370.36,0
Julia Dunn MD,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Brett Swanson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Mr. Carl Rios,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Manuel Mccullough,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jerry Jensen,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Kevin Cunningham,Guwahati,Tier 3,1,Dog,649.31,0,0.0,7791.72,1
Eugene Patterson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
David Walker,Hyderabad,Tier 1,1,Rabbit,1904.99,1,2625.02,25484.9,1
Jessica Larsen,Chennai,Tier 1,1,Dog,2370.3,1,977.28,29420.88,0
Nicholas Humphrey,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Ian Torres,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Casey Obrien,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Shannon Taylor,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Deborah Mercado,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Bernard Smith,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Amanda Perkins,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Kevin Escobar,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Kimberly Lutz,Mumbai,Tier 1,1,Dog,1620.35,3,3191.15,22635.35,1
Reginald Diaz,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Raymond Quinn,Bangalore,Tier 1,1,Cat,2717.9,3,8311.24,40926.04,0
John Dixon,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Jonathan Bates,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Renee Mendez,Delhi,Tier 1,1,Bird,2865.53,1,2876.11,37262.47,0
Jose Griffin,Chennai,Tier 1,1,Dog,1842.2,1,1484.76,23591.16,1
Travis Hopkins,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Nancy Webb,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Daniel Freeman,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Jacob Williams,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Terry Ward,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jesse Williams,Chennai,Tier 1,1,Cat,1653.99,1,2328.56,22176.44,0
Mrs. Michele Boyd,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Sandy Baker,Bangalore,Tier 1,1,Dog,3292.83,1,811.8,40325.76,1
Carrie Valdez,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Matthew Houston,Mumbai,Tier 1,1,Cat,1826.58,2,5640.79,27559.75,0
Jamie Solomon,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Heather Parrish,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Mr. Larry Shaw,Hyderabad,Tier 1,1,Bird,3162.23,1,2759.02,40705.78,0
Christopher Jones,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Christine Lopez,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Mitchell Wilson,Lucknow,Tier 2,1,Dog,1213.84,1,1681.12,16247.2,1
Robert Cortez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Mr. Daniel Martin,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Alison Williams,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Candace Soto,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Kenneth Brown,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Christopher Mullen,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Kristy Smith,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Mary Campbell,Delhi,Tier 1,1,Cat,3435.82,1,1904.47,43134.31,0
Jerry Haney,Bangalore,Tier 1,1,Cat,3332.26,0,0.0,39987.12,1
Carolyn Greer,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Rebecca Hoover,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Matthew Baker,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Grace Chavez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Crystal Cruz,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Dale Heath,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jennifer Hernandez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
John Mendez,Bangalore,Tier 1,1,Dog,2357.37,0,0.0,28288.44,1
Richard Gordon,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
John Anderson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Samantha Prince,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Marie Boyd,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Andrew Moreno,Delhi,Tier 1,1,Dog,1721.14,2,4359.74,25013.42,1
Robert Clarke,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Kevin Figueroa,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Melissa Davis,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
John Hall,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Diane Mcdowell,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Colin Fletcher,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Laura Wilson,Lucknow,Tier 2,1,Dog,1923.84,0,0.0,23086.08,0
Matthew Watts,Chennai,Tier 1,1,Cat,2801.09,0,0.0,33613.08,0
Jack Moore,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Dawn Wyatt,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jacob Hill,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Nicole Gutierrez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Karen Wood,Chennai,Tier 1,1,Dog,1885.04,1,2921.35,25541.83,1
Dawn Parker,Bangalore,Tier 1,1,Dog,2235.79,2,5886.44,32715.92,1
Michael Fitzgerald,Mumbai,Tier 1,1,Cat,1819.92,2,2461.39,24300.43,1
Mary Adkins,Bangalore,Tier 1,1,Cat,2308.03,1,2190.03,29886.39,0
Michael Martin,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
James Morgan,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Melissa Mann,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Vincent Smith,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Charles Frost,Ranchi,Tier 3,1,Dog,1187.53,3,5262.18,19512.54,0
Austin Walker,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Andrew Cruz,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Miss Kelly Dawson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Theresa Wilkins,Hyderabad,Tier 1,1,Dog,3465.14,0,0.0,41581.68,0
Jessica Harris,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Regina Mitchell,Patna,Tier 3,1,Dog,985.0,1,2680.68,14500.68,0
Kyle Black,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Christopher Johnson,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Aaron Moore,Chennai,Tier 1,1,Dog,2360.66,3,8880.59,37208.51,0
Penny Gomez MD,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Kelly Mclaughlin,Guwahati,Tier 3,1,Dog,860.25,1,2679.15,13002.15,0
Brandon Mitchell,Bangalore,Tier 1,1,Bird,3023.32,0,0.0,36279.84,0
Suzanne Bailey,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Destiny Obrien,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Timothy Andrews,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jason Rodriguez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Edward Arroyo,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Tina Walter,Ahmedabad,Tier 2,1,Cat,1321.98,1,1095.92,16959.68,0
Laura Benson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Kristine Carrillo,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Tonya Ellis,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Kevin Johnson,Hyderabad,Tier 1,1,Cat,2799.24,0,0.0,33590.88,1
Austin Schultz,Bangalore,Tier 1,1,Cat,2284.38,0,0.0,27412.56,0
Megan Hall MD,Kanpur,Tier 3,1,Dog,640.26,1,2654.21,10337.33,0
Kelli Smith,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Danielle Davis,Patna,Tier 3,1,Dog,930.98,2,3957.58,15129.34,1
Samantha Jones,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Karen Gomez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Debra Valentine,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Susan Porter,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Nicolas Salas,Delhi,Tier 1,1,Dog,2399.99,1,2975.64,31775.52,0
Dale Wright,Bangalore,Tier 1,1,Dog,2472.9,1,2187.09,31861.89,1
Brittney Rodriguez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Megan Alvarado,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Pamela Weaver,Lucknow,Tier 2,1,Cat,1675.41,1,1735.76,21840.68,1
John Oliver,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
William Prince PhD,Indore,Tier 2,1,Rabbit,1340.51,1,1101.05,17187.17,0
William Moon IV,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Kenneth Brown,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Karen Fernandez,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Jennifer Parks,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
William Wolfe,Bangalore,Tier 1,1,Dog,2881.29,1,2593.45,37168.93,0
Michael Smith,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Kevin Nguyen,Bangalore,Tier 1,1,Cat,1951.34,1,1452.61,24868.69,0
Debbie Dunn,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
John Austin,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Jonathan Clark,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jacqueline Dickerson,Pune,Tier 2,1,Rabbit,1092.89,0,0.0,13114.68,1
Christopher Anderson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Crystal Garcia,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
David Reynolds,Bangalore,Tier 1,1,Rabbit,1711.76,3,4221.25,24762.37,0
Charles Haley,Kanpur,Tier 3,1,Dog,860.38,0,0.0,10324.56,0
Robert Thompson,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Dr. Samuel Holmes DDS,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Elizabeth Hart,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Jennifer Vaughn,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Robert Woods,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Joanna Cook,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Justin Frederick,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Alejandro Martinez,Pune,Tier 2,1,Cat,1748.16,0,0.0,20977.92,0
Tracey Gonzalez,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Mariah Thompson,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Heather Nunez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Dr. Steve James,Ranchi,Tier 3,1,Rabbit,1197.13,1,904.62,15270.18,0
Mark Thomas,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Robert Rogers,Kanpur,Tier 3,1,Cat,640.31,1,1983.63,9667.35,0
Laura Sweeney,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Christopher Perez,Delhi,Tier 1,1,Cat,2238.56,0,0.0,26862.72,0
Eddie Adams,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Denise Wallace,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Heidi Matthews,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Jennifer White,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Nicholas Stanley,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Mercedes Miller,Bhopal,Tier 3,1,Cat,884.12,1,2609.39,13218.83,0
Brian Brown,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Kimberly Johnson,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Phillip Miller,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Christopher Pena,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Ellen Wright,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Mark Anderson,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Alyssa Alvarado,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Erika Alvarez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Kimberly Nelson,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Wayne Wolfe,Hyderabad,Tier 1,1,Bird,1996.58,1,2926.0,26884.96,0
Kyle Welch,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Kristy Mills,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Emily Reed,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Regina Ramos,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
David Torres,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Robert Charles,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
John Smith,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Theresa Woods,Hyderabad,Tier 1,1,Dog,1960.42,0,0.0,23525.04,1
Jeffrey Carter,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Adam Brooks,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Justin Foster,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Omar Price,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Dennis Henderson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Phillip Kent,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Melinda Mitchell,Mumbai,Tier 1,1,Bird,2466.51,1,1958.09,31556.21,0
Rhonda Gutierrez,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Catherine Roberts,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Lisa Nelson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Chelsea Smith,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Joseph Lopez,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Derrick Espinoza,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Crystal Hernandez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Glenn Collins DDS,Chennai,Tier 1,1,Cat,2370.25,0,0.0,28443.0,0
Mrs. Raven Rivera DVM,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Amy Rowe,Chennai,Tier 1,1,Cat,2684.0,2,2235.78,34443.78,0
John Lee,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Ruth Clayton,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Randy Wright,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jessica Rojas,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Joel Wise,Pune,Tier 2,1,Dog,1016.74,1,1891.81,14092.69,0
Vickie Kennedy,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Emily Morris,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Amanda Pineda,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Dawn Little,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Stephen Boyer,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Brian Chen,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Christopher Hill,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Richard Smith,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Richard Alvarez,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jacqueline Davis,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Brandon Montgomery,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Yolanda Garrett,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Matthew Miles,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Beth Hall,Delhi,Tier 1,1,Dog,3166.68,2,1751.66,39751.82,0
Dr. Nicole Trujillo,Ranchi,Tier 3,1,Bird,618.32,2,5203.93,12623.77,0
Corey Norris,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Chad Roach,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Mr. Edward Terry,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Cody Bailey,Chennai,Tier 1,1,Dog,2334.03,1,1256.26,29264.62,0
Denise Guerra,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Kristen Jones,Pune,Tier 2,1,Bird,1870.65,2,4265.9,26713.7,0
Edward Baker,Mumbai,Tier 1,1,Rabbit,1605.71,3,5826.24,25094.76,0
Aaron Little,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Cody Smith,Ranchi,Tier 3,1,Dog,944.18,3,4617.6,15947.76,0
Patty Allen,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Mary Ryan,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Joseph Jimenez,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Lisa Morris,Indore,Tier 2,1,Rabbit,1379.65,2,2241.3,18797.1,0
Ashley Mills,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Russell Anderson,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Christina Washington,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Kenneth Huff,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Kelly Miles,Indore,Tier 2,1,Bird,820.19,0,0.0,9842.28,0
Jacob Obrien,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Timothy Clark,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Steve Miller PhD,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Justin Hurley,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jacob Erickson,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Deborah Williams,Hyderabad,Tier 1,1,Cat,2192.85,0,0.0,26314.2,1
Eric Blackburn,Ahmedabad,Tier 2,1,Dog,1206.1,1,1720.26,16193.46,0
Anne Hardy,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Chelsey Fox,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Mario White,Ahmedabad,Tier 2,1,Cat,1301.77,0,0.0,15621.24,1
